Зона;Модель;Версия Модели;Кузов;Цвет Кузова;Двигатель;Kоробка передач;Топливо;Год выпуска;Опции 1;Опции 2;Опции 3;Опции 4;Опции 5;Опции 6;Опции 7;Опции 8;Опции 9;Опции 10;Опции 11;Опции 12;Опции 13;Опции 14;Опции 15;Опции 16;Опции 17;Опции 18;Опции 19;Опции 20;Опции 21;Опции 22;Опции 23;Опции 24;Опции 25;Опции 26;Опции 27;Опции 28;Опции 29;Опции 30;Ближайшая возможная дата поставки;Статус;Дата резервации до;Отделка Салона;Версия;Дополнение;Тип Текущего Резервирования;Тип Предыдущего Резервирования;Комментарии;Subsidiary identification;Last Central DM Action;
;207 A7;207 5D 200 ENVY 1.4 2-TRONIC (90hp) (Freemix);Hatchback 5 Doors;X6M0 / ROUGE ERYTHREE;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;Gasoline;2010;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;GRIS 4;1PA7A5L1ZP32JT;;PCR Commercial Stock;;;;;
;207 A7;207 5D 200 ENVY 1.4 2-TRONIC (90hp) (Freemix);Hatchback 5 Doors;X6M0 / ROUGE ERYTHREE;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;Gasoline;2010;WF05;RP02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;GRIS 4;1PA7A5L1ZP32JT;;PCR Commercial Stock;;;;;
;207 A7;207 5D 200 ENVY 1.4 2-TRONIC (90hp) (Freemix);Hatchback 5 Doors;X6M0 / ROUGE ERYTHREE;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;Gasoline;2010;OK01;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;GRIS 4;1PA7A5L1ZP32JT;;PCR Commercial Stock;;;;;
;207 A7;207 5D 200 ENVY 1.4 2-TRONIC (90hp) (Freemix);Hatchback 5 Doors;X6M0 / ROUGE ERYTHREE;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;Gasoline;2010;WF05;NB08;OK01;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;GRIS 4;1PA7A5L1ZP32JT;;PCR Commercial Stock;;;;;
;207 A7;207 5D 200 ENVY 1.4 2-TRONIC (90hp) (Freemix);Hatchback 5 Doors;X6M0 / ROUGE ERYTHREE;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;Gasoline;2010;WF05;RP02;WLMF;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;GRIS 4;1PA7A5L1ZP32JT;;PCR Commercial Stock;;;;;
;207 A7;207 5D 200 ENVY 1.4 2-TRONIC (90hp) (Freemix);Hatchback 5 Doors;XLM0 / NOIR OBSIDIEN;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;Gasoline;2010;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;GRIS 4;1PA7A5L1ZP32JT;;PCR Commercial Stock;;;;;
;207 A7;207 5D 200 ENVY 1.4 2-TRONIC (90hp) (Freemix);Hatchback 5 Doors;XLM0 / NOIR OBSIDIEN;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;Gasoline;2010;WF05;RP02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;GRIS 4;1PA7A5L1ZP32JT;;PCR Commercial Stock;;;;;
;207 A7;207 5D 200 ENVY 1.4 2-TRONIC (90hp) (Freemix);Hatchback 5 Doors;XLM0 / NOIR OBSIDIEN;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;Gasoline;2010;OK01;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;GRIS 4;1PA7A5L1ZP32JT;;PCR Commercial Stock;;;;;
;207 A7;207 5D 200 ENVY 1.4 2-TRONIC (90hp) (Freemix);Hatchback 5 Doors;ZQM0 / GRIS MANITOBA;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;Gasoline;2010;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;GRIS 4;1PA7A5L1ZP32JT;;PCR Commercial Stock;;;;;
;207 A7;207 5D 200 ENVY 1.4 2-TRONIC (90hp) (Freemix);Hatchback 5 Doors;ZQM0 / GRIS MANITOBA;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;Gasoline;2010;WF05;NB08;RP02;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;GRIS 4;1PA7A5L1ZP32JT;;PCR Commercial Stock;;;;;
;207 A7;207 5D 200 ENVY 1.4 2-TRONIC (90hp) (Freemix);Hatchback 5 Doors;ZRM0 / GRIS ALUMINIUM;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;Gasoline;2010;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;GRIS 4;1PA7A5L1ZP32JT;;PCR Commercial Stock;;;;;
;207 A7;207 5D 200 ENVY 1.4 2-TRONIC (90hp) (Freemix);Hatchback 5 Doors;ZRM0 / GRIS ALUMINIUM;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;Gasoline;2010;RP02;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;GRIS 4;1PA7A5L1ZP32JT;;PCR Commercial Stock;;;;;
;207 A7;207 5D 200 ENVY 1.4 MT (75hp) (Freemix);Hatchback 5 Doors;5LM0 / BLEU MONTEBELLO;TU3AE5 1360 4 CYL ES (  Gasoline);MANUAL 5-SPEED;Gasoline;2010;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;GRIS 4;1PA7A5LS3532JT;;PCR Commercial Stock;;;;;
;207 A7;207 5D 200 ENVY 1.4 MT (75hp) (Freemix);Hatchback 5 Doors;5LM0 / BLEU MONTEBELLO;TU3AE5 1360 4 CYL ES (  Gasoline);MANUAL 5-SPEED;Gasoline;2010;RP02;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;GRIS 4;1PA7A5LS3532JT;;PCR Commercial Stock;;;;;
;207 A7;207 5D 200 ENVY 1.4 MT (75hp) (Freemix);Hatchback 5 Doors;9HM0 / GRIS THORIUM;TU3AE5 1360 4 CYL ES (  Gasoline);MANUAL 5-SPEED;Gasoline;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;GRIS 4;1PA7A5LS3532JT;;PCR Commercial Stock;;;;;
;207 A7;207 5D 200 ENVY 1.4 MT (75hp) (Freemix);Hatchback 5 Doors;9HM0 / GRIS THORIUM;TU3AE5 1360 4 CYL ES (  Gasoline);MANUAL 5-SPEED;Gasoline;2010;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;GRIS 4;1PA7A5LS3532JT;;PCR Commercial Stock;;;;;
;207 A7;207 5D 200 ENVY 1.4 MT (75hp) (Freemix);Hatchback 5 Doors;9PM0 / GRIS SHARK;TU3AE5 1360 4 CYL ES (  Gasoline);MANUAL 5-SPEED;Gasoline;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;GRIS 4;1PA7A5LS3532JT;;PCR Commercial Stock;;;;;
;207 A7;207 5D 200 ENVY 1.4 MT (75hp) (Freemix);Hatchback 5 Doors;9PM0 / GRIS SHARK;TU3AE5 1360 4 CYL ES (  Gasoline);MANUAL 5-SPEED;Gasoline;2010;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;GRIS 4;1PA7A5LS3532JT;;PCR Commercial Stock;;;;;
;207 A7;207 5D 200 ENVY 1.4 MT (75hp) (Freemix);Hatchback 5 Doors;U6M0 / METAL.VERNIS B BLEU INARI;TU3AE5 1360 4 CYL ES (  Gasoline);MANUAL 5-SPEED;Gasoline;2010;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;GRIS 4;1PA7A5LS3532JT;;PCR Commercial Stock;;;;;
;207 A7;207 5D 200 ENVY 1.4 MT (75hp) (Freemix);Hatchback 5 Doors;XLM0 / NOIR OBSIDIEN;TU3AE5 1360 4 CYL ES (  Gasoline);MANUAL 5-SPEED;Gasoline;2010;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;GRIS 4;1PA7A5LS3532JT;;PCR Commercial Stock;;;;;
;207 A7;207 5D 200 ENVY 1.4 MT (75hp) (Freemix);Hatchback 5 Doors;XLM0 / NOIR OBSIDIEN;TU3AE5 1360 4 CYL ES (  Gasoline);MANUAL 5-SPEED;Gasoline;2010;WF05;RP02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;GRIS 4;1PA7A5LS3532JT;;PCR Commercial Stock;;;;;
;207 A7;207 5D 200 ENVY 1.4 MT (75hp) (Freemix);Hatchback 5 Doors;XLM0 / NOIR OBSIDIEN;TU3AE5 1360 4 CYL ES (  Gasoline);MANUAL 5-SPEED;Gasoline;2010;NB08;RG03;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;GRIS 4;1PA7A5LS3532JT;;PCR Commercial Stock;;;;;
;207 A7;207 5D 200 ENVY 1.4 MT (75hp) (Freemix);Hatchback 5 Doors;ZQM0 / GRIS MANITOBA;TU3AE5 1360 4 CYL ES (  Gasoline);MANUAL 5-SPEED;Gasoline;2010;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;GRIS 4;1PA7A5LS3532JT;;PCR Commercial Stock;;;;;
;207 A7;207 5D 200 ENVY 1.4 MT (75hp) (Freemix);Hatchback 5 Doors;ZRM0 / GRIS ALUMINIUM;TU3AE5 1360 4 CYL ES (  Gasoline);MANUAL 5-SPEED;Gasoline;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;GRIS 4;1PA7A5LS3532JT;;PCR Commercial Stock;;;;;
;207 A7;207 5D 200 ENVY 1.4 MT (75hp) (Freemix);Hatchback 5 Doors;ZRM0 / GRIS ALUMINIUM;TU3AE5 1360 4 CYL ES (  Gasoline);MANUAL 5-SPEED;Gasoline;2010;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;GRIS 4;1PA7A5LS3532JT;;PCR Commercial Stock;;;;;
;207 A7;207 5D ACTIVE 1.4 2-TRONIC (90hp) / 1PA7A5L1ZP32A070/10;Hatchback 5 Doors;1NP0 / ROUGE ADEN;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;Gasoline;2010;PR01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;4DFX / NOIR;1PA7A5L1ZP32A070/10;;PCR Commercial Stock;;;;;
;207 A7;207 5D ACTIVE 1.4 2-TRONIC (90hp) / 1PA7A5L1ZP32A070/10;Hatchback 5 Doors;1NP0 / ROUGE ADEN;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;Gasoline;2010;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;4DFX / NOIR;1PA7A5L1ZP32A070/10;;PCR Commercial Stock;;;;;
;207 A7;207 5D ACTIVE 1.4 2-TRONIC (90hp) / 1PA7A5L1ZP32A070/10;Hatchback 5 Doors;1NP0 / ROUGE ADEN;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;Gasoline;2010;PR01;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;4DFX / NOIR;1PA7A5L1ZP32A070/10;;PCR Commercial Stock;;;;;
;207 A7;207 5D ACTIVE 1.4 2-TRONIC (90hp) / 1PA7A5L1ZP32A070/10;Hatchback 5 Doors;5LM0 / BLEU MONTEBELLO;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;Gasoline;2010;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;4DFX / NOIR;1PA7A5L1ZP32A070/10;;PCR Commercial Stock;;;;;
;207 A7;207 5D ACTIVE 1.4 2-TRONIC (90hp) / 1PA7A5L1ZP32A070/10;Hatchback 5 Doors;5LM0 / BLEU MONTEBELLO;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;Gasoline;2010;PR01;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;4DFX / NOIR;1PA7A5L1ZP32A070/10;;PCR Commercial Stock;;;;;
;207 A7;207 5D ACTIVE 1.4 2-TRONIC (90hp) / 1PA7A5L1ZP32A070/10;Hatchback 5 Doors;U6M0 / METAL.VERNIS B BLEU INARI;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;Gasoline;2010;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;4DFX / NOIR;1PA7A5L1ZP32A070/10;;PCR Commercial Stock;;;;;
;207 A7;207 5D ACTIVE 1.4 2-TRONIC (90hp) / 1PA7A5L1ZP32A070/10;Hatchback 5 Doors;U6M0 / METAL.VERNIS B BLEU INARI;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;Gasoline;2010;PR01;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;4DFX / NOIR;1PA7A5L1ZP32A070/10;;PCR Commercial Stock;;;;;
;207 A7;207 5D ACTIVE 1.4 2-TRONIC (90hp) / 1PA7A5L1ZP32A070/10;Hatchback 5 Doors;X6M0 / ROUGE ERYTHREE;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;Gasoline;2010;PR01;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;4DFX / NOIR;1PA7A5L1ZP32A070/10;;PCR Commercial Stock;;;;;
;207 A7;207 5D ACTIVE 1.4 2-TRONIC (90hp) / 1PA7A5L1ZP32A070/10;Hatchback 5 Doors;XLM0 / NOIR OBSIDIEN;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;Gasoline;2010;PR01;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;4DFX / NOIR;1PA7A5L1ZP32A070/10;;PCR Commercial Stock;;;;;
;207 A7;207 5D ACTIVE 1.4 2-TRONIC (90hp) / 1PA7A5L1ZP32A070/10;Hatchback 5 Doors;ZQM0 / GRIS MANITOBA;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;Gasoline;2010;PR01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;4DFX / NOIR;1PA7A5L1ZP32A070/10;;PCR Commercial Stock;;;;;
;207 A7;207 5D ACTIVE 1.4 2-TRONIC (90hp) / 1PA7A5L1ZP32A070/10;Hatchback 5 Doors;ZRM0 / GRIS ALUMINIUM;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;Gasoline;2010;PR01;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;4DFX / NOIR;1PA7A5L1ZP32A070/10;;PCR Commercial Stock;;;;;
;207 A7;207 5D ACTIVE 1.4 MT (75hp) / 1PA7A5LS3532A070/10;Hatchback 5 Doors;1NP0 / ROUGE ADEN;TU3AE5 1360 4 CYL ES (  Gasoline);MANUAL 5-SPEED;Gasoline;2011;PR01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;4DFX / NOIR;1PA7A5LS3532A070/10;;PCR Commercial Stock;;;;;
;207 A7;207 5D ACTIVE 1.4 MT (75hp) / 1PA7A5LS3532A070/10;Hatchback 5 Doors;U6M0 / METAL.VERNIS B BLEU INARI;TU3AE5 1360 4 CYL ES (  Gasoline);MANUAL 5-SPEED;Gasoline;2011;PR01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;4DFX / NOIR;1PA7A5LS3532A070/10;;PCR Commercial Stock;;;;;
;207 A7;207 5D ACTIVE 1.4 MT (75hp) / 1PA7A5LS3532A070/10;Hatchback 5 Doors;X6M0 / ROUGE ERYTHREE;TU3AE5 1360 4 CYL ES (  Gasoline);MANUAL 5-SPEED;Gasoline;2011;PR01;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;4DFX / NOIR;1PA7A5LS3532A070/10;;PCR Commercial Stock;;;;;
;207 A7;207 5D ACTIVE 1.4 MT (75hp) / 1PA7A5LS3532A070/10;Hatchback 5 Doors;XLM0 / NOIR OBSIDIEN;TU3AE5 1360 4 CYL ES (  Gasoline);MANUAL 5-SPEED;Gasoline;2011;PR01;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;4DFX / NOIR;1PA7A5LS3532A070/10;;PCR Commercial Stock;;;;;
;207 A7;207 5D ACTIVE 1.4 MT (75hp) / 1PA7A5LS3532A070/10;Hatchback 5 Doors;ZRM0 / GRIS ALUMINIUM;TU3AE5 1360 4 CYL ES (  Gasoline);MANUAL 5-SPEED;Gasoline;2011;PR01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;4DFX / NOIR;1PA7A5LS3532A070/10;;PCR Commercial Stock;;;;;
;207 A7;207 5D PREMIUM 1.4 2-TRONIC (90hp) / 1PA7A5H1ZP32A070/10;Hatchback 5 Doors;U6M0 / METAL.VERNIS B BLEU INARI;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;Gasoline;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;4CFZ / GRIS 4;1PA7A5H1ZP32A070/10;;PCR Commercial Stock;;;;;
;207 A7;207 5D PREMIUM 1.4 2-TRONIC (90hp) / 1PA7A5H1ZP32A070/10;Hatchback 5 Doors;U6M0 / METAL.VERNIS B BLEU INARI;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;Gasoline;2010;HU02;NF04;OK01;RP02;VD09;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;4CFZ / GRIS 4;1PA7A5H1ZP32A070/10;;PCR Commercial Stock;;;;;
;207 A7;207 5D PREMIUM 1.4 2-TRONIC (90hp) / 1PA7A5H1ZP32A070/10;Hatchback 5 Doors;XLM0 / NOIR OBSIDIEN;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;Gasoline;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;4CFZ / GRIS 4;1PA7A5H1ZP32A070/10;;PCR Commercial Stock;;;;;
;207 A7;207 5D PREMIUM 1.6 AT (120hp) / 1PA7A5HCAL32A070/10;Hatchback 5 Doors;1NP0 / ROUGE ADEN;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;Gasoline;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;4CFZ / GRIS 4;1PA7A5HCAL32A070/10;;PCR Commercial Stock;;;;;
;207 A7;207 5D PREMIUM 1.6 AT (120hp) / 1PA7A5HCAL32A070/10;Hatchback 5 Doors;1NP0 / ROUGE ADEN;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;Gasoline;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;QDFX / NOIR;1PA7A5HCAL32A070/10;;PCR Commercial Stock;;;;;
;207 A7;207 5D PREMIUM 1.6 AT (120hp) / 1PA7A5HCAL32A070/10;Hatchback 5 Doors;X6M0 / ROUGE ERYTHREE;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;Gasoline;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;4CFZ / GRIS 4;1PA7A5HCAL32A070/10;;PCR Commercial Stock;;;;;
;207 A7;207 5D PREMIUM 1.6 AT (120hp) / 1PA7A5HCAL32A070/10;Hatchback 5 Doors;XLM0 / NOIR OBSIDIEN;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;Gasoline;2010;OK01;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;4CFZ / GRIS 4;1PA7A5HCAL32A070/10;;PCR Commercial Stock;;;;;
;207 A7;207 5D PREMIUM 1.6 AT (120hp) / 1PA7A5HCAL32A070/10;Hatchback 5 Doors;XLM0 / NOIR OBSIDIEN;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;Gasoline;2011;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;4CFZ / GRIS 4;1PA7A5HCAL32A070/10;;PCR Commercial Stock;;;;;
;207 A7;207 5D PREMIUM 1.6 AT (120hp) / 1PA7A5HCAL32A070/10;Hatchback 5 Doors;XLM0 / NOIR OBSIDIEN;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;Gasoline;2011;OK01;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;4CFZ / GRIS 4;1PA7A5HCAL32A070/10;;PCR Commercial Stock;;;;;
;207 A7;207 5D URBAN 1.4 MT (75hp) / 1PA7A5FS3532A070/10;Hatchback 5 Doors;XLM0 / NOIR OBSIDIEN;TU3AE5 1360 4 CYL ES (  Gasoline);MANUAL 5-SPEED;Gasoline;2011;AJ01;RE01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;4BFX / NOIR;1PA7A5FS3532A070/10;;PCR Commercial Stock;;;;;
;3008 TB;3008 PR 16E B6 / C0;CROSS OVER 5 PORTES;5SM0 / BLEU ABYSSE;EP6CDT 1598 4 CYL E (  Gasoline);MANUAL 6-SPEED;Gasoline;2011;ZD10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;2YFX / NOIR;1PTBSYHCC6329Q;;PCR Commercial Stock;;;;;
;3008 TB;3008 PR 16E B6 / C0;CROSS OVER 5 PORTES;N9M6 / BLANC NACRE;EP6CDT 1598 4 CYL E (  Gasoline);MANUAL 6-SPEED;Gasoline;2011;ZD10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;2YFX / NOIR;1PTBSYHCC6329Q;;PCR Commercial Stock;;;;;
;308 T7;308 5D Premium  1.6 HDI  MT5 (110 hp) / 1PT7A5N9W532A0C0/10;Hatchback 5 Doors;5SM0 / BLEU ABYSSE;1560 HDI DV6TED4 (  Diesel);MANUAL 5-SPEED;Diesel;2011;NA01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;XWFX / NOIR;1PT7A5N9W532A0C0/10;;PCR Commercial Stock;;;;;
;308 T7;308 5D Premium  1.6 HDI  MT5 (110 hp) / 1PT7A5N9W532A0C0/10;Hatchback 5 Doors;9PM0 / GRIS SHARK;1560 HDI DV6TED4 (  Diesel);MANUAL 5-SPEED;Diesel;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;XWFX / NOIR;1PT7A5N9W532A0C0/10;;PCR Commercial Stock;;;;;
;308 T7;308 5D Premium  1.6 HDI  MT5 (110 hp) / 1PT7A5N9W532A0C0/10;Hatchback 5 Doors;9VM0 / NOIR PERLA NERA;1560 HDI DV6TED4 (  Diesel);MANUAL 5-SPEED;Diesel;2011;NA01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;XWFX / NOIR;1PT7A5N9W532A0C0/10;;PCR Commercial Stock;;;;;
;308 T7;308 5D Premium  1.6 HDI  MT5 (110 hp) / 1PT7A5N9W532A0C0/10;Hatchback 5 Doors;9VM0 / NOIR PERLA NERA;1560 HDI DV6TED4 (  Diesel);MANUAL 5-SPEED;Diesel;2011;NA01;WEBK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;XWFX / NOIR;1PT7A5N9W532A0C0/10;;PCR Commercial Stock;;;;;
;308 T7;308 5D Premium  1.6 HDI  MT5 (110 hp) / 1PT7A5N9W532A0C0/10;Hatchback 5 Doors;VGM0 / METAL.VERNIS B VAPOR GREY;1560 HDI DV6TED4 (  Diesel);MANUAL 5-SPEED;Diesel;2011;NA01;RP02;YQ01;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;XWFX / NOIR;1PT7A5N9W532A0C0/10;;PCR Commercial Stock;;;;;
;308 T7;308 5D Premium  1.6 HDI  MT5 (110 hp) / 1PT7A5N9W532A0C0/10;Hatchback 5 Doors;WPP0 / BLANC BANQUISE;1560 HDI DV6TED4 (  Diesel);MANUAL 5-SPEED;Diesel;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;XWFX / NOIR;1PT7A5N9W532A0C0/10;;PCR Commercial Stock;;;;;
;308 T7;308 5D Premium  1.6 HDI  MT5 (110 hp) / 1PT7A5N9W532A0C0/10;Hatchback 5 Doors;WPP0 / BLANC BANQUISE;1560 HDI DV6TED4 (  Diesel);MANUAL 5-SPEED;Diesel;2011;NA01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;XWFX / NOIR;1PT7A5N9W532A0C0/10;;PCR Commercial Stock;;;;;
;308 T7;308 5D Premium  1.6 HDI  MT5 (110 hp) / 1PT7A5N9W532A0C0/10;Hatchback 5 Doors;ZRM0 / GRIS ALUMINIUM;1560 HDI DV6TED4 (  Diesel);MANUAL 5-SPEED;Diesel;2011;NA01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;XWFX / NOIR;1PT7A5N9W532A0C0/10;;PCR Commercial Stock;;;;;
;308 T7;308 5D Premium Pack 1.6  HDI  MT5 (110 hp) / 1PT7A5Q9W532A0C;Hatchback 5 Doors;9VM0 / NOIR PERLA NERA;1560 HDI DV6TED4 (  Diesel);MANUAL 5-SPEED;Diesel;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;XWFX / NOIR;1PT7A5Q9W532A0C0/10;;PCR Commercial Stock;;;;;
;308 T7;308 5D Premium Pack 1.6  HDI  MT5 (110 hp) / 1PT7A5Q9W532A0C;Hatchback 5 Doors;VGM0 / METAL.VERNIS B VAPOR GREY;1560 HDI DV6TED4 (  Diesel);MANUAL 5-SPEED;Diesel;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;XWFX / NOIR;1PT7A5Q9W532A0C0/10;;PCR Commercial Stock;;;;;
;308 T7;308 5D Premium Pack 1.6  HDI  MT5 (110 hp) / 1PT7A5Q9W532A0C;Hatchback 5 Doors;WPP0 / BLANC BANQUISE;1560 HDI DV6TED4 (  Diesel);MANUAL 5-SPEED;Diesel;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;XWFX / NOIR;1PT7A5Q9W532A0C0/10;;PCR Commercial Stock;;;;;
;308 T7;308 5D Premium Pack 1.6 AT (140hp) / 1PT7A5QAWL32A0C0/10;Hatchback 5 Doors;9HM0 / GRIS THORIUM;1598 4CYL E TB INJ D (  Gasoline);AUTOMATIC 4-SPEED;Gasoline;2010;LA04;OL08;UB01;WLMB;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2011;no SO;;QDFS / GREGE;1PT7A5QAWL32A0C0/10;;PCR Commercial Stock;;;;;
