Номер<br>ABCnet;Номер Заказа<br>(Дилер);Номер формы выхода;Модель;Версия Модели;Кузов;Цвет Кузова;Двигатель;Kоробка передач;Номер VIN;Версия;Дата заказа;Тип Тек. Рез.;Статус;Пользователь, создавший заказ;Пользователь, зарезервивавший заказ;Дата резервации до;Номер SIV;Отделка Салона;Опции 1;Опции 2;Опции 3;Опции 4;Опции 5;Опции 6;Опции 7;Опции 8;Опции 9;Опции 10;Опции 11;Опции 12;Опции 13;Опции 14;Опции 15;Опции 16;Опции 17;Опции 18;Опции 19;Опции 20;Опции 21;Опции 22;Опции 23;Опции 24;Опции 25;Опции 26;Опции 27;Опции 28;Опции 29;Опции 30;Дата Продажи;Сумма Счета;Номер Заказа Финального Клиента;Дилер;Номер Счета/Накл.;Местонахождение;Идентификационный Номер Покупателя;Тип Оплаты;Ожид.дата доставки;Место доставки;Дополнение;Тип Текущего Резервирования;Тип Предыдущего Резервирования;Год выпуска;Топливо;Комментарии;Subsidiary identification;Last Central DM Action;Dealer estimated delivery date;
50013755;00457743;406957;Партнер B9;Partner B9 VTi OUTDOOR 120hp/1PB9AFSCA532A015;Minivan;V7M0-ROUGE TOURMALINE;EP6C 1598 4 CE INDIR (  02);MANUAL 5-SPEED;VF37J5FS0CJ553766;1PB9AFSCA5329S;27/12/2011 06:57:34;SO (fixed);Заказ принят;D737659;D737659;;RC193962;YPFZ-GRIS 4;NF02 - NF02;NA01 - Передние сиденья с подогревом;RE07 - Двухзонный климат-контроль;RG03 - Круиз-контроль с ограничением скорости;UB01 - UB01;UF02 - UF02;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;В пути в Россию;;BPF Payment Mode;30/03/2012;3710-ООО "Леонар Авто";27/12/11 15:00<br /> - <i>YES</i><br />27/12/11 15:12<br /> - <i>MODIFIED BY PCR</i><br />27/12/11 15:12<br /> - <i>MODIFIED BY PCR</i><br />28/12/11 04:46<br /> - <i>MODIFIED BY PCR</i><br />28/12/11 04:46<br /> - <i>MODIFIED BY PCR</i><br />26/01/12 04:21<br /> - <i>MODIFIED BY PCR</i><br />26/01/12 04:21<br /> - <i>MODIFIED BY PCR</i><br />27/01/12 04:21<br /> - <i>MODIFIED BY PCR</i><br />22/02/12 06:00<br /> - <i>MODIFIED BY PCR</i><br />22/02/12 06:00<br /> - <i>MODIFIED BY PCR</i><br />02/03/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />02/03/12 06:01<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);SO in production;2012;02;;;;;
50013742;00457731;406941;Партнер B9;Partner B9  VP2 ACTIVE 90 hp / 1PB9AFGFJ532A015;Minivan;WPP0-Белый;TU5JP4B   1587   ESS (  02);MANUAL 5-SPEED;VF37JNFRCCJ552445;1PB9AFGFJ5329S;27/12/2011 06:57:33;SO (fixed);Заказ принят;D737659;D737659;;RC193880;YNFM-AMARANTE;PB04 - PB04;RE01 - Кондиционер;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;В пути в Россию;;BPF Payment Mode;30/03/2012;3710-ООО "Леонар Авто";27/12/11 14:00<br /> - <i>YES</i><br />27/12/11 14:18<br /> - <i>MODIFIED BY PCR</i><br />27/12/11 14:18<br /> - <i>MODIFIED BY PCR</i><br />28/12/11 04:45<br /> - <i>MODIFIED BY PCR</i><br />28/12/11 04:45<br /> - <i>MODIFIED BY PCR</i><br />28/12/11 04:45<br /> - <i>MODIFIED BY PCR</i><br />21/02/12 06:00<br /> - <i>MODIFIED BY PCR</i><br />21/02/12 06:00<br /> - <i>MODIFIED BY PCR</i><br />02/03/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />02/03/12 06:01<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);SO in production;2012;02;;;;;
50013744;00457733;406943;Партнер B9;Partner B9  VP2 ACTIVE 90 hp / 1PB9AFGFJ532A015;Minivan;X9P0-ROUGE ARDENT;TU5JP4B   1587   ESS (  02);MANUAL 5-SPEED;VF37JNFRCCJ552487;1PB9AFGFJ5329S;27/12/2011 06:57:33;SO (fixed);Заказ принят;D737659;D737659;;RC193882;YNFM-AMARANTE;AL05 - AL05;RE01 - Кондиционер;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;В пути в Россию;;BPF Payment Mode;23/03/2012;3710-ООО "Леонар Авто";27/12/11 14:00<br /> - <i>YES</i><br />27/12/11 14:18<br /> - <i>MODIFIED BY PCR</i><br />27/12/11 14:18<br /> - <i>MODIFIED BY PCR</i><br />28/12/11 04:45<br /> - <i>MODIFIED BY PCR</i><br />28/12/11 04:45<br /> - <i>MODIFIED BY PCR</i><br />28/12/11 04:45<br /> - <i>MODIFIED BY PCR</i><br />12/02/12 06:00<br /> - <i>MODIFIED BY PCR</i><br />12/02/12 06:00<br /> - <i>MODIFIED BY PCR</i><br />02/03/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />02/03/12 06:01<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);SO in production;2012;02;;;;;
50013761;00457749;406963;Партнер B9;Partner B9  FRG court 16E 90 hp / 2PB9J0CFJ532A015;FOURGON;WPP0-Белый;TU5JP4B   1587   ESS (  02);MANUAL 5-SPEED;VF37BNFRCCJ543622;2PB9J0CFJ5329S;27/12/2011 06:57:33;SO (fixed);Заказ принят;D737659;D737659;;RC193958;YMFZ-GRIS 4;GB23 - GB23;LK07 - LK07;RE01 - Кондиционер;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;В пути в Россию;;BPF Payment Mode;23/03/2012;3710-ООО "Леонар Авто";27/12/11 15:00<br /> - <i>YES</i><br />27/12/11 15:12<br /> - <i>MODIFIED BY PCR</i><br />27/12/11 15:12<br /> - <i>MODIFIED BY PCR</i><br />28/12/11 04:46<br /> - <i>MODIFIED BY PCR</i><br />28/12/11 04:46<br /> - <i>MODIFIED BY PCR</i><br />16/02/12 06:00<br /> - <i>MODIFIED BY PCR</i><br />16/02/12 06:00<br /> - <i>MODIFIED BY PCR</i><br />02/03/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />02/03/12 06:01<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);SO in production;2012;02;;;;;
50021298;00464999;417142;308 T7;308 SKD MV 5D Acc 1.6 120ch AT / 1PT7A5FCAL32BKD0;Hatchback 5 Doors;WPP0-Белый;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;Z8T4C5FS9CM003323;1PT7A5FCAL32Z0;10/02/2012 06:57:16;SO (fixed);Заказ принят;D737659;D737659;;RC200658;4PFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;Выход в Везуль;;BPF Payment Mode;09/03/2012;3710-ООО "Леонар Авто";10/02/12 14:00<br /> - <i>YES</i><br />10/02/12 15:35<br /> - <i>MODIFIED BY PCR</i><br />10/02/12 15:35<br /> - <i>MODIFIED BY PCR</i><br />10/02/12 15:38<br /> - <i>MODIFIED BY PCR</i><br />10/02/12 15:38<br /> - <i>MODIFIED BY PCR</i><br />02/03/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />02/03/12 06:01<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);SO in production;2012;02;;;;;
50013763;00457751;406965;Партнер B9;Partner B9  FRG long 16 HDi 90 hp / 2PB95BCBW532A015;FRG. EMP.LONG H1 8;WPP0-Белый;DV6DTED M 1560 4 C D (  01);MANUAL 5-SPEED;VF37L9HECCJ544877;2PB95BCBW5329Q;27/12/2011 06:57:12;SO (fixed);Заказ принят;D737659;D737659;;RC194073;YLFZ-GRIS 4;RE01 - Кондиционер;GB23 - TAPIS COFFRE PVC;PX18 - TOL.DEMONT+GRILLE+EX;LK07 - LK07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;В пути в Россию;;BPF Payment Mode;06/04/2012;3710-ООО "Леонар Авто";27/12/11 15:00<br /> - <i>YES</i><br />27/12/11 15:12<br /> - <i>MODIFIED BY PCR</i><br />27/12/11 15:12<br /> - <i>MODIFIED BY PCR</i><br />29/12/11 04:48<br /> - <i>MODIFIED BY PCR</i><br />29/12/11 04:48<br /> - <i>MODIFIED BY PCR</i><br />02/03/12 06:01<br /> - <i>MODIFIED BY PCR</i><br />02/03/12 06:01<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);SO in production;2012;01;;;;;
50013743;00457732;406942;Партнер B9;Partner B9  VP2 ACTIVE 90 hp / 1PB9AFGFJ532A015;Minivan;WPP0-Белый;TU5JP4B   1587   ESS (  02);MANUAL 5-SPEED;VF37JNFRCCJ552448;1PB9AFGFJ5329S;27/12/2011 06:57:00;SO (fixed);Заказ принят;D737659;D737659;;RC193881;YNFM-AMARANTE;RE01 - Кондиционер;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;В пути в Россию;;BPF Payment Mode;06/04/2012;3710-ООО "Леонар Авто";27/12/11 14:00<br /> - <i>YES</i><br />27/12/11 14:18<br /> - <i>MODIFIED BY PCR</i><br />27/12/11 14:18<br /> - <i>MODIFIED BY PCR</i><br />28/12/11 04:45<br /> - <i>MODIFIED BY PCR</i><br />28/12/11 04:45<br /> - <i>MODIFIED BY PCR</i><br />28/12/11 04:45<br /> - <i>MODIFIED BY PCR</i><br />02/03/12 04:48<br /> - <i>MODIFIED BY PCR</i><br />02/03/12 04:48<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);SO in production;2012;02;;;;;
50013749;00457738;406948;Партнер B9;Partner B9  VP2 ACTIVE 90 hp / 1PB9AFGFJ532A015;Minivan;WPP0-Белый;TU5JP4B   1587   ESS (  02);MANUAL 5-SPEED;VF37JNFRCCJ552458;1PB9AFGFJ5329S;27/12/2011 06:57:00;SO (fixed);Заказ принят;D737659;D737659;;RC193945;YNFM-AMARANTE;RE07 - Двухзонный климат-контроль;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;В пути в Россию;;BPF Payment Mode;06/04/2012;3710-ООО "Леонар Авто";27/12/11 14:00<br /> - <i>YES</i><br />27/12/11 14:18<br /> - <i>MODIFIED BY PCR</i><br />27/12/11 14:18<br /> - <i>MODIFIED BY PCR</i><br />28/12/11 04:46<br /> - <i>MODIFIED BY PCR</i><br />28/12/11 04:46<br /> - <i>MODIFIED BY PCR</i><br />28/12/11 04:46<br /> - <i>MODIFIED BY PCR</i><br />02/03/12 04:48<br /> - <i>MODIFIED BY PCR</i><br />02/03/12 04:48<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);SO in production;2012;02;;;;;
50022628;00467019;420664;107 B0;107 5D ACCESS MT/1PB0A5ERBT04A070;Hatchback 5 Doors;9AM0-Темно-серый;998 MOTEUR TOYOTA ES (  02);MANUELLE 5 RAPPORTS;;1PB0A5ERBT049R;01/03/2012 06:56:50;SO in production;Заказ принят;D737659;D737659;;RC202992;JIFH-Черно-серая ткань (Maille Nokimate);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;Производство;;BPF Payment Mode;04/05/2012;3710-ООО "Леонар Авто";01/03/12 10:45<br /> - <i>YES</i><br />01/03/12 12:38<br /> - <i>MODIFIED BY PCR</i><br />01/03/12 12:38<br /> - <i>MODIFIED BY PCR</i><br />01/03/12 12:39<br /> - <i>MODIFIED BY PCR</i><br />01/03/12 12:39<br /> - <i>MODIFIED BY PCR</i>;SO in production;;*;02;;;;;
50022631;00467022;420667;107 B0;107 5D ACCESS MT/1PB0A5ERBT04A070;Hatchback 5 Doors;Y2P0-Красный;998 MOTEUR TOYOTA ES (  02);MANUELLE 5 RAPPORTS;;1PB0A5ERBT049R;01/03/2012 06:56:50;SO in production;Заказ принят;D737659;D737659;;RC202993;JIFH-Черно-серая ткань (Maille Nokimate);WL45 - Автомагнитола;DD04 - Электроусилитель руля;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;Производство;;BPF Payment Mode;04/05/2012;3710-ООО "Леонар Авто";01/03/12 10:45<br /> - <i>YES</i><br />01/03/12 12:38<br /> - <i>MODIFIED BY PCR</i><br />01/03/12 12:38<br /> - <i>MODIFIED BY PCR</i><br />01/03/12 12:39<br /> - <i>MODIFIED BY PCR</i><br />01/03/12 12:39<br /> - <i>MODIFIED BY PCR</i>;SO in production;;*;02;;;;;
50019381;00458245;415146;308 T7;308 SKD MV 5D Acc 1.6 120ch MT / 1PT7A5FCA532I9D0;Hatchback 5 Doors;WPP0-Белый;EP6C 1598 4 CE INDIR (  02);MANUAL 5-SPEED;Z8T4C5FS0CM001838;1PT7A5FCA532Z9;28/12/2011 14:22:46;SO (fixed);Продан дилеру;D737659;D737659;;RC194441;4PFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00393711;Отгрузка в ДЦ;;BPF Payment Mode;02/03/2012;3710-ООО "Леонар Авто";08/02/12 10:30<br /> - <i>YES</i><br />08/02/12 10:30<br /> - <i>YES</i><br />27/02/12 10:15<br /> - <i>MODIFIED BY PCR</i><br />27/02/12 10:15<br /> - <i>MODIFIED BY PCR</i><br />27/02/12 11:00<br /> - <i>MODIFIED BY PCR</i><br />27/02/12 11:00<br /> - <i>MODIFIED BY PCR</i><br />01/03/12 14:18<br /> - <i>MODIFIED BY PCR</i><br />01/03/12 14:18<br /> - <i>MODIFIED BY PCR</i><br />01/03/12 14:18<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);;2012;02;;;;In Dealership;
50022433;00455015;420286;308 T7;308 SKD MV 5D All 1.6 MT5 (120 hp) / 1PT7A5QCA532BKD1;Hatchback 5 Doors;WPP0-Белый;EP6C 1598 4 CE INDIR (  02);MANUAL 5-SPEED;Z8T4C5FS0CM000973;1PT7A5QCA532Z1;01/12/2011 14:22:46;Final Customer Order;Продан дилеру;D737659;D737659;;RC190274;TTFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00393774;Отгрузка в ДЦ;3710_3905019765;BPF Payment Mode;10/02/2012;3710-ООО "Леонар Авто";28/02/12 12:45<br /> - <i>YES</i><br />28/02/12 12:45<br /> - <i>YES</i><br />01/03/12 14:18<br /> - <i>MODIFIED BY PCR</i><br />01/03/12 14:18<br /> - <i>MODIFIED BY PCR</i><br />01/03/12 14:18<br /> - <i>MODIFIED BY PCR</i>;Final Customer Order;;2012;02;;;;In Dealership;
683870;00454560;420075;308 T7;308 SKD MV 5D Act 1.6 120ch AT / 1PT7A5NCAL32BKD0;Hatchback 5 Doors;J9M0-TERRE DOMBRE;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;Z8T4C5FS9CM000451;1PT7A5NCAL32Z0;01/12/2011 13:04:00;Final Customer Order;Продан дилеру;;D737653;;RC190868;XWFX-NOIR;RP02 - Колесные диски из алюминиевого сплава;UF01 - ESP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00393276;Продан дилеру;RU3710R_7447098870;;10/02/2012;3710-ООО "Леонар Авто";28/02/12 10:30<br /> - <i>YES</i><br />28/02/12 14:19<br /> - <i>MODIFIED BY PCR</i><br />28/02/12 14:19<br /> - <i>MODIFIED BY PCR</i><br />28/02/12 14:19<br /> - <i>MODIFIED BY PCR</i>;Final Customer Order;SO (fixed);2012;02;;;;In Dealership;
680751;00445836;419592;308 T7;308 SKD MV 5D Act 1.6 120ch AT / 1PT7A5NCAL32BKD0;Hatchback 5 Doors;P9M5-Красный перламутр;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;Z8T4C5FS9BM016583;1PT7A5NCAL32Z0;21/10/2011 13:04:00;SO (fixed);Продан дилеру;;;;RC183546;XWFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00393145;Продан дилеру;;;09/12/2011;3710-ООО "Леонар Авто";28/02/12 14:19<br /> - <i>MODIFIED BY PCR</i><br />28/02/12 14:19<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);;2011;02;;;;In Dealership;
677938;9002;418770;308 T7;308 SKD MV 5D All 1.6 120ch AT/ 1PT7A5QCAL32BKD0;Hatchback 5 Doors;9VM0-Черный;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;Z8T4C5FS9BM013569;1PT7A5QCAL32Z0;07/07/2011 13:04:00;SO (fixed);Продан дилеру;;;;RC172721;Q1FX-Черная кожа (Claudia Tramontane);UB01 - Задние датчики парковки;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00393230;Продан дилеру;;;28/10/2011;3710-ООО "Леонар Авто";28/02/12 14:19<br /> - <i>MODIFIED BY PCR</i><br />28/02/12 14:19<br /> - <i>MODIFIED BY PCR</i><br />28/02/12 14:19<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);;2011;02;;;;In Dealership;
677936;9002;418769;308 T7;308 SKD MV SPORTIUM 1.6 AT (120 hp)/1PT7A5NCAL32JUD0;Hatchback 5 Doors;9HM0-Серый;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;Z8T4C5FS9BM011297;1PT7A5NCAL32Z2;08/06/2011 13:04:00;SO (fixed);Продан дилеру;;;;RC167833;XWFJ-ROUGE;UF01 - ESP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00392689;Продан дилеру;;;23/09/2011;3710-ООО "Леонар Авто";24/02/12 14:20<br /> - <i>MODIFIED BY PCR</i><br />24/02/12 14:20<br /> - <i>MODIFIED BY PCR</i><br />24/02/12 14:20<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);;2011;02;;;;In Dealership;
677958;9002;418780;308 T7;308 SKD MV 5D All 1.6 120ch AT/ 1PT7A5QCAL32BKD0;Hatchback 5 Doors;WPP0-Белый;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;Z8T4C5FS9BM015539;1PT7A5QCAL32Z0;14/09/2011 13:03:59;SO (fixed);Продан дилеру;;;;RC180788;TTFX-NOIR;UF01 - ESP;UB01 - Задние датчики парковки;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00392690;Продан дилеру;;;18/11/2011;3710-ООО "Леонар Авто";24/02/12 14:20<br /> - <i>MODIFIED BY PCR</i><br />24/02/12 14:20<br /> - <i>MODIFIED BY PCR</i><br />24/02/12 14:20<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);;2011;02;;;;In Dealership;
677942;00439074;418772;308 T7;308 SKD MV 5D All 1.6 120ch AT/ 1PT7A5QCAL32BKD0;Hatchback 5 Doors;9HM0-Серый;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;Z8T4C5FS9BM013871;1PT7A5QCAL32Z0;09/09/2011 13:03:59;SO (fixed);Продан дилеру;;;;RC178321;TTFX-NOIR;UB01 - Задние датчики парковки;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00393231;Продан дилеру;;;28/10/2011;3710-ООО "Леонар Авто";28/02/12 14:19<br /> - <i>MODIFIED BY PCR</i><br />28/02/12 14:19<br /> - <i>MODIFIED BY PCR</i><br />28/02/12 14:19<br /> - <i>MODIFIED BY PCR</i>;SO (fixed);;2011;02;;;;In Dealership;
50022265;9002;420000;308 T7;308 SKD MV SPORTIUM 1.6 AT (120 hp)/1PT7A5NCAL32JUD0;Hatchback 5 Doors;ZRM0-Серебристый;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;Z8T4C5FS9BM013369;1PT7A5NCAL32Z2;07/07/2011 13:03:58;Final Customer Order;Продан дилеру;D737660;D737660;;RC172543;XWFJ-ROUGE;UF01 - ESP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;F-00393265;Продан дилеру;RU3710R_7505753709;BPF Payment Mode;21/10/2011;3710-ООО "Леонар Авто";26/02/12 09:45<br /> - <i>YES</i><br />26/02/12 09:45<br /> - <i>YES</i><br />28/02/12 14:19<br /> - <i>MODIFIED BY PCR</i><br />28/02/12 14:19<br /> - <i>MODIFIED BY PCR</i><br />28/02/12 14:19<br /> - <i>MODIFIED BY PCR</i>;Final Customer Order;;2011;02;;;;In Dealership;
50022417;00466894;420243;Боксер;FgTl 335 L3H2(120hp) / 2PU95KHDG609A080;FRG. EMP.LONG H2 16;WPP0-Белый;2188 HDI P.22DTE+ (  01);MANUAL 6-SPEED;;2PU95KHDG6099T;28/02/2012 06:56:02;SO in production;Заказ принят;D737659;D737659;;RC202881;RYFJ-ROUGE;DX01 - DX01;RK04 - RK04;FX01 - FX01;LL02 - LL02;PE03 - PE03;PX05 - PX05;;;;;;;;;;;;;;;;;;;;;;;;;;;;RU3710R;;Производство;;BPF Payment Mode;04/05/2012;3710-ООО "Леонар Авто";28/02/12 10:15<br /> - <i>YES</i><br />28/02/12 11:07<br /> - <i>MODIFIED BY PCR</i><br />28/02/12 11:07<br /> - <i>MODIFIED BY PCR</i><br />29/02/12 11:10<br /> - <i>MODIFIED BY PCR</i><br />29/02/12 11:10<br /> - <i>MODIFIED BY PCR</i>;SO in production;;*;01;;;;;
615992;3710;404722;Партнер M5;Partner VU 800 TOLE 1.4E (karsan) / 2PM5ZVTS1532A050/10;Van;WPP0-Белый;TU3A  1360CC  75HP  E (  02);MANUAL 5-SPEED;VF3GCKFWCBX515361;2PM5ZVTS1532A050/10;15/09/2011 17:34:17;Final Customer Order;Продан клиенту;;D746546;;CH608878;N0FZ-GRIS 4;RE01 - Кондиционер;WD05 - WD05;PX05 - PX05;;;;;;;;;;;;;;;;;;;;;;;;;;;;29/02/2012;;;RU3710R;F-00383390;Продан клиенту;RU3710R_6509650433;;13/01/2012;3710-ООО "Леонар Авто";23/12/11 18:23<br /> - <i>MODIFIED BY PCR</i><br />23/12/11 18:23<br /> - <i>MODIFIED BY PCR</i><br />23/12/11 18:23<br /> - <i>MODIFIED BY PCR</i><br />29/02/12 17:00<br /> - <i>YES</i><br />29/02/12 17:31<br /> - <i>YES</i>;Final Customer Order;SO (fixed);2011;02;;;;In Dealership;
534674;3710;371907;3008 TB;3008 ACTIVE MT6 150 hp/1PTBSYHCC632ORC0;CROSS OVER 5 PORTES;N9M6-Белый перламутр;EP6CDT 1598 4 CYL E (  02);MANUAL 6-SPEED;VF30U5FN8BS239901;1PTBSYHCC6329Q;05/05/2011 17:04:23;Final Customer Order;Продан клиенту;;;;RC163253;2YFX-NOIR;LE05 - Задние эл. стеклоподъёмники;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29/02/2012;;;RU3710R;F-00362649;Продан клиенту;3710_3905019765;;02/09/2011;3710-ООО "Леонар Авто";29/02/12 17:01<br /> - <i>YES</i>;Final Customer Order;;2011;02;;;;In Dealership;
536021;9002;373680;4007 MP;4007 SKD Active 2.4 4*4 CVT/1PMPSUMRMH00BK;S.U.V.;9ZM0-NOIR PERLE;2.4L MMC (  02);4 X 4 TRANSMSS CONTI;Z8TVUSFZFBM951103;1PMPSUMRMH00BK;21/03/2011 17:04:23;Final Customer Order;Продан клиенту;;D746547;;RC156893;XAFX-NOIR;RP07 - ALLIAGE LEGER 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29/02/2012;;;RU3710R;F-00361360;Продан клиенту;RU3710R_7502753951;;26/08/2011;3710-ООО "Леонар Авто";29/02/12 14:00<br /> - <i>YES</i><br />29/02/12 17:01<br /> - <i>YES</i>;Final Customer Order;SO (fixed);2011;02;;;;In Dealership;
50019382;00454278;415147;308 T7;308 SKD MV 5D Act 1.6 120ch MT / 1PT7A5NCA532BKD0;Hatchback 5 Doors;WPP0-Белый;EP6C 1598 4 CE INDIR (  02);MANUAL 5-SPEED;Z8T4C5FS0CM000485;1PT7A5NCA532Z0;01/12/2011 15:49:05;Final Customer Order;Продан клиенту;D737659;D746547;;RC190297;XWFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29/02/2012;;;RU3710R;F-00390173;Продан клиенту;RU3710R_7502921404;BPF Payment Mode;10/02/2012;3710-ООО "Леонар Авто";08/02/12 10:30<br /> - <i>YES</i><br />08/02/12 10:30<br /> - <i>YES</i><br />09/02/12 10:15<br /> - <i>MODIFIED BY PCR</i><br />09/02/12 10:15<br /> - <i>MODIFIED BY PCR</i><br />10/02/12 08:00<br /> - <i>MODIFIED BY PCR</i><br />10/02/12 08:00<br /> - <i>MODIFIED BY PCR</i><br />10/02/12 14:17<br /> - <i>MODIFIED BY PCR</i><br />10/02/12 14:17<br /> - <i>MODIFIED BY PCR</i><br />10/02/12 14:17<br /> - <i>MODIFIED BY PCR</i><br />29/02/12 13:45<br /> - <i>YES</i><br />29/02/12 15:45<br /> - <i>YES</i>;Final Customer Order;SO (fixed);2012;02;;;;In Dealership;
660384;00454602;412566;308 T7;308 SKD MV 5D Acc 1.6 120ch AT / 1PT7A5FCAL32BKD0;Hatchback 5 Doors;WPP0-Белый;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;Z8T4C5FS9CM000125;1PT7A5FCAL32Z0;01/12/2011 15:34:06;Final Customer Order;Продан клиенту;;D746546;;RC190897;4PFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29/02/2012;;;RU3710R;F-00388163;Продан клиенту;RU3710R_7447098870;;03/02/2012;3710-ООО "Леонар Авто";27/01/12 10:15<br /> - <i>MODIFIED BY PCR</i><br />27/01/12 10:15<br /> - <i>MODIFIED BY PCR</i><br />27/01/12 15:00<br /> - <i>MODIFIED BY PCR</i><br />27/01/12 15:00<br /> - <i>MODIFIED BY PCR</i><br />27/01/12 16:13<br /> - <i>MODIFIED BY PCR</i><br />27/01/12 16:13<br /> - <i>MODIFIED BY PCR</i><br />27/01/12 16:13<br /> - <i>MODIFIED BY PCR</i><br />29/02/12 15:01<br /> - <i>YES</i><br />29/02/12 15:30<br /> - <i>YES</i>;Final Customer Order;SO (fixed);2012;02;;;;In Dealership;
660382;00454792;412565;308 T7;308 SKD MV 5D Acc 1.6 120ch AT / 1PT7A5FCAL32BKD0;Hatchback 5 Doors;WPP0-Белый;EP6C 1598 4 CE INDIR (  02);AUTOMATIC 4-SPEED;Z8T4C5FS9CM000124;1PT7A5FCAL32Z0;01/12/2011 15:34:05;Final Customer Order;Продан клиенту;;D746546;;RC191070;4PFX-NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29/02/2012;;;RU3710R;F-00387968;Продан клиенту;RU3710R_7447098870;;27/01/2012;3710-ООО "Леонар Авто";26/01/12 10:15<br /> - <i>MODIFIED BY PCR</i><br />26/01/12 10:15<br /> - <i>MODIFIED BY PCR</i><br />26/01/12 16:55<br /> - <i>MODIFIED BY PCR</i><br />26/01/12 16:55<br /> - <i>MODIFIED BY PCR</i><br />26/01/12 18:12<br /> - <i>MODIFIED BY PCR</i><br />26/01/12 18:12<br /> - <i>MODIFIED BY PCR</i><br />26/01/12 18:12<br /> - <i>MODIFIED BY PCR</i><br />29/02/12 15:01<br /> - <i>YES</i><br />29/02/12 15:30<br /> - <i>YES</i>;Final Customer Order;SO (fixed);2012;02;;;;In Dealership;
